-0.0173418 0.0963796 0.0952007 0.0808637 0.106303 -0.0363327 -0.0527817 0.101516 0.0357875 0.0521132 0.0822371 0.109119 -0.0211519 -0.08996 -0.0667969 0.0103225 0.0404209 -0.0420803 -0.128081 -0.0645263 0.063762 0.0808555 0.0970687 0.0659488 0.0533084 -0.126288 0.0947995 -0.0817792 0.10337 0.0558607 -0.0480742 -0.0430712 0.0231409 -0.0819729 -0.0913069 0.000344858 0.0107938 -0.0149892 -0.0272383 -0.0825181 -0.0919755 -0.0741006 -0.102498 0.0159721 -0.0349611 -0.0401958 -0.102805 -0.12364 0.0468234 -0.101786 -0.0590665 -0.0185141 0.108169 -0.0910973 -0.0816647 0.032378 -0.0882855 -0.115965 0.0796982 -0.114015 
0.0689955 -0.0974754 -0.0279866 -0.0369631 -0.0503488 0.00980593 0.0924812 0.0895444 0.123916 -0.0638565 -0.122073 -0.0971588 -0.00885767 -0.095472 0.0479128 0.0852806 -0.00656842 0.0742074 0.0907404 -0.0888445 0.101521 -0.0974256 0.0217408 0.0805904 -0.0594234 0.0691755 -0.0161311 -0.0186094 0.0823103 -0.0655323 -0.0035248 0.0222063 -0.0339083 0.0975881 0.114343 0.0448423 -0.0217054 0.0777244 0.00528727 -0.0268887 -0.115232 0.0123136 0.005052 0.00501022 0.045941 -0.0761347 -0.0388086 -0.0897269 0.127172 -0.0771677 -0.0494719 0.0995935 -0.0454938 0.101368 0.0510845 0.0241823 0.0414445 -0.094146 -0.123527 -0.00534471 
-0.0305789 0.00204808 -0.112238 0.0646122 -0.0294633 -0.126995 -0.019645 0.0779307 0.0798292 0.114742 -0.0780574 0.0936971 -0.0020441 0.0560941 -0.0303921 -0.0852025 0.109059 0.0598987 -0.04583 0.107132 0.11183 0.0337976 0.0776257 -0.0627627 0.00606649 -0.000389293 0.090519 -0.0815885 0.0345641 0.0960919 0.0421662 -0.125114 -0.0309595 0.0590278 0.0685974 0.0686767 0.0611326 -0.0801471 0.017508 0.0118624 -0.0945048 0.06855 -0.02354 0.0325506 -0.00445537 0.0751673 0.0764475 -0.024496 0.00596657 -0.0984819 -0.0464639 -0.0113024 0.0644151 -0.0979377 0.0550343 -0.0586179 0.0307725 0.0164538 -0.0111069 -0.0637628 
-0.0165537 -0.0980401 -0.0597776 0.0815862 0.0900871 -0.12028 0.0211634 0.0221203 -0.0713273 -0.090428 -0.0951168 -0.0367326 0.107221 0.0104427 0.124917 -0.0263334 -0.0434895 0.0722654 0.0782701 0.0915766 0.102883 -0.0972932 -0.0488253 0.0381986 -0.0661314 -0.12289 0.10868 0.0937405 0.0226629 -0.0315262 -0.0991217 -0.12299 -0.000466853 -0.0298 0.0876953 -0.0394792 -0.0209802 -0.0202407 0.111741 0.0367919 0.0184307 -0.112476 -0.12904 -0.00344726 0.0270664 0.124977 0.0993188 0.112676 0.0681426 0.0484895 0.0751535 0.0419261 0.0802957 -0.102771 -0.0489747 -0.114935 -0.0965622 -0.0693939 0.107905 0.0552001 
0.0281794 -0.120316 0.0613092 -0.101387 -0.0210168 0.0199051 -0.0117667 0.0871024 0.128764 -0.0291256 -0.00520517 0.0180952 -0.0125018 -0.00514591 -0.114452 -0.114535 -0.00926871 0.113967 0.127241 -0.0702255 0.0333568 0.073295 0.1008 -0.015447 0.0996232 -0.0772741 -0.00128263 -0.126038 -0.0175685 -0.0224772 0.0582611 -0.118489 -0.0136941 -0.00952914 -0.0907761 0.0943885 -0.118723 0.0265567 0.0523914 -0.119059 0.126531 -0.0819132 0.0281355 -0.0150707 0.0420403 0.0427834 -0.000506178 -0.0963278 0.0276507 -0.0023647 -0.0374539 -0.068092 -0.0581692 -0.0657533 0.0455605 -0.0876454 -0.0139279 -0.0848216 -0.0845844 0.097603 
0.0218006 0.102776 0.108214 -0.120993 -0.0358525 -0.111662 0.102495 -0.0254765 0.0439944 0.025787 -0.0154361 0.0414255 0.0729732 -0.1164 -0.102745 -0.0140859 0.0554828 0.0258486 0.0186857 -0.0459659 -0.105616 0.110331 0.0150415 -0.0346853 -0.0845215 -0.0684974 0.00676878 0.0306501 -0.0242196 0.0512838 -0.000846341 0.12668 0.0249605 -0.0217319 -0.123412 0.118207 -0.00429417 0.108183 -0.0363685 -0.0893992 0.00487003 0.0772948 0.0811258 -0.0512562 0.0899942 0.107481 0.0637573 0.0163776 0.00422971 -0.0466564 0.0995111 0.0277136 -0.0654246 -0.0145468 0.122128 -0.0208466 0.0460552 -0.000202835 -0.119296 -0.107264 
-0.0780185 0.0089571 -0.109683 0.0760414 0.116325 -0.103995 0.0651494 -0.017069 -0.124912 -0.100319 0.0226313 0.0090573 0.106076 -0.0253424 0.0869005 0.0669705 -0.0469613 0.0215584 -0.0457514 0.0863679 0.104001 -0.0753397 -0.015018 -0.0905226 0.039213 -0.0219896 0.0177302 -0.0438313 0.106907 0.0275336 -0.0219956 -0.100211 -0.0926087 -0.00257899 0.10493 -0.105384 0.0225252 0.04098 0.00664692 0.0267125 0.0697608 -0.0998213 -0.0933297 0.0467371 0.00393577 0.12267 -0.0153919 0.0860739 0.0151292 0.0679561 0.0433423 -0.00996879 0.121716 -0.100775 0.028608 0.0318294 0.00633475 -0.0827613 0.117098 -0.0158577 
0.0738718 -0.0339975 0.0130309 0.110362 0.092523 -0.0111386 -0.12412 -0.0140513 -0.0992581 0.0116259 -0.116438 0.0996022 0.040904 -0.0806685 0.0172398 -0.0842596 -0.0870976 -0.127252 -0.127285 0.057131 0.069804 0.0451566 -0.0819372 0.0624205 0.073481 0.0757703 -0.0348496 -0.0492837 0.122108 -0.0468514 0.0639581 0.0668808 0.0482506 -0.0521105 0.0481438 0.0116741 0.0658503 0.0531228 0.126722 0.0956917 -0.0643508 -0.118815 0.0661944 0.105653 -0.0703844 -0.0456652 -0.107706 -0.0283826 -0.0438173 -0.105892 -0.100351 -0.103113 0.068364 -0.0531887 0.0884071 0.0127455 -0.106518 -0.0755419 0.0925612 -0.113509 
0.00670618 0.0274199 0.0824714 -0.0741427 0.104409 0.00151576 0.0666309 0.0411597 -0.0744609 0.0642537 0.00775194 -0.00971226 0.0745378 -0.0551531 -0.033159 -0.124946 0.0282811 -0.011766 -0.0242291 0.113563 0.0114414 0.00451934 -0.118649 -0.0492941 0.0804301 0.0988576 0.0925509 0.103012 -0.105784 0.0560127 0.118602 0.0300219 -0.0456669 0.0719741 0.0849786 -0.0703575 -0.0556096 0.02251 0.0999016 -0.000971019 -0.0423357 -0.0214459 0.118416 -0.0968973 0.0525005 -0.0438423 -0.0927438 -0.0483179 0.0734912 0.0121265 -0.0638541 -0.0441669 -0.112454 -0.0534037 0.0356385 0.0970759 -0.0836455 -0.000910133 0.0709881 -0.0603298 
-0.0739969 0.0604909 0.0987915 0.00943561 0.00336556 0.0546706 0.0681775 0.0768555 -0.0519188 0.0389797 -0.053215 0.034845 -0.111566 -0.0638983 0.0670472 0.0700342 0.0213588 0.103403 -0.107383 -0.0342495 -0.0135701 -0.0421377 0.0506831 0.00307573 0.0335581 -0.0427779 -0.0289478 0.079012 0.0854114 -0.0870591 -0.110417 -0.117685 0.102531 0.117474 0.0208501 -0.0232027 0.0430448 -0.0400718 -0.0754467 0.120225 0.128007 0.000437781 0.025971 -0.112658 0.0656389 -0.0360812 0.0864759 -0.0421017 -0.0617778 0.108192 0.0527483 0.0537515 -0.0630449 -0.0256681 -0.0722722 0.0996126 0.0606535 0.0278795 0.0495252 0.0169654 
0.0699198 0.0682073 0.0283799 0.0433516 0.0565815 -0.0798694 -0.108951 -0.0294731 0.00915822 -0.0552978 -0.0383471 0.00806609 0.0742395 0.116723 0.0245077 0.0107789 -0.0484573 -0.0181158 0.0977767 0.0188643 -0.039023 0.0214256 -0.0564836 0.0270315 0.124857 0.000343606 -0.00245531 0.056411 -0.100876 -0.0820296 -0.0557231 0.0981428 0.115277 0.101756 0.0123949 0.0427593 -0.107213 0.0325438 -0.115813 0.0310451 0.106346 -0.0250609 -0.0899882 0.0514855 -0.037437 0.0636189 -0.066835 0.0432052 -0.0835963 -0.0981577 -0.0670299 0.00648007 0.0523673 0.00558586 -0.0955879 0.0481248 -0.12317 0.0310563 -0.0245637 -0.0949469 
0.0781261 0.0488127 -0.125904 0.0643039 0.0214696 0.0155909 -0.0220362 0.0433565 -0.0809647 -0.00875007 -0.0546978 -0.103719 0.0952885 -0.0155866 0.0768663 -0.071248 -0.0810671 -0.119068 0.101057 -0.035564 -0.0881263 -0.0950727 0.100016 0.0933404 0.0396126 -0.124672 0.0123658 0.045542 0.0354839 0.116901 0.0796946 -0.0154894 0.0366147 0.0828905 -0.080285 -0.0710151 -0.0306181 0.0267782 0.101441 0.0175166 -0.111071 -0.0823565 0.0428974 0.113317 0.0311563 -0.00933572 -0.0870308 0.0791887 0.000695646 -0.115074 -0.0854748 0.0416688 -0.0810468 -0.114559 0.00590974 0.0876652 -0.110131 -0.110824 0.00410779 0.0544522 
-0.123022 -0.0452971 -0.0901366 0.0426923 -0.091506 -0.0413222 0.100777 0.00697529 0.114556 0.0731179 -0.104608 -0.125615 0.119861 0.0673893 0.116801 0.0219177 -0.0710458 -0.0993293 -0.027993 0.0587493 -0.0853035 0.0156317 -0.0286814 -0.0372509 0.0301724 0.106328 -0.0786851 0.0491407 0.124603 0.0545221 -0.0255065 -0.127518 -0.119874 0.0134563 0.0442736 -0.0822811 0.101234 0.0159508 0.0537937 0.0866897 -0.0400308 0.0782856 0.0901739 -0.0492694 0.0165755 0.0778754 0.101748 0.0746291 0.107645 -0.0553446 0.00427891 -0.106757 0.0893865 0.104697 -0.0149089 -0.00954053 0.0819253 0.0355055 -0.0894992 0.0774291 
-0.0390719 0.0140937 0.0790105 -0.0298469 -0.101549 -0.00581535 0.0169715 0.128784 -0.118964 -0.0583342 0.0863739 -0.0298953 -0.109148 0.0474484 0.0499347 0.0365269 -0.00377569 0.0225832 -0.0179434 -0.0252297 0.096338 0.115435 -0.00288767 0.0566251 0.0910324 0.111303 -0.0820149 0.0438583 0.017709 -0.0424147 -0.00781209 0.107737 0.100778 -0.0579011 -0.0512098 0.128329 0.065383 0.0948612 0.128013 0.0755185 -0.0925725 0.0852872 -0.0834763 -0.0726211 0.00363618 0.0955579 0.0930053 0.12896 -0.0109584 -0.0540376 -0.0253692 -0.0437199 -0.0677021 0.100843 -0.116194 -0.105769 0.0830461 -0.0691096 0.0671885 -0.0283444 
0.0175751 -0.069723 -0.0497073 -0.0107458 0.00147538 0.0281823 -0.0115167 -0.062241 -0.00605595 -0.0126034 -0.115822 0.030471 -0.0564156 -0.0701989 0.0869494 0.07632 -0.103741 0.0508552 0.0761805 0.0144005 0.125917 -0.0782881 0.0997801 -0.0708846 -0.106545 0.112685 -0.0475543 0.105601 -0.0855237 -0.109465 -0.0518433 0.0611508 -0.0500887 0.0275488 -0.0786944 0.0804861 -0.0733684 0.0388883 -0.110854 0.0496751 -0.102815 -0.097577 -0.0489533 -0.0301307 -0.0386765 -0.0911034 -0.0829101 -0.0133175 0.0888513 0.12237 -0.128016 0.0856689 -0.0850177 0.100863 -0.114315 -0.0624632 0.084449 -0.03277 -0.0859621 0.128025 
-0.0131357 -0.00870597 0.0600761 0.065875 -0.110257 0.110481 0.0172616 -0.0545255 0.02027 0.0355067 0.124249 0.0465549 0.0670291 -0.0538037 -0.112675 -0.100747 -0.0158076 -0.0664859 0.0150351 -0.0560558 -0.0732154 0.0161181 -0.0994864 -0.0291337 -0.0121182 -0.0847021 0.0375026 -0.0567686 0.0116274 0.0806399 -0.0578433 0.127591 -0.0571655 -0.126867 0.0643666 -0.0383227 0.112714 -0.0474712 0.0362512 0.00388451 0.117135 0.0314008 -0.07866 0.0550646 0.106697 -0.0622358 0.0834173 -0.0382105 0.000377789 -0.0306471 0.0348331 0.0562618 0.11457 0.0644462 -0.101971 -0.0266472 0.108844 0.0646307 0.0456836 -0.00862844 
0.0161711 0.11694 -0.0101368 0.0881051 0.119172 -0.0748696 -0.0793171 0.102787 0.00675869 0.0860336 -0.022428 -0.00520581 -0.0116651 0.0280115 -0.0792406 -0.034068 0.0948751 -0.124923 0.0568209 -0.0338465 -0.0264704 -0.0374454 -0.106684 -0.0409994 -0.102099 -0.0795561 0.0614528 -0.122354 0.114174 -0.021963 -0.00188348 0.00124574 -0.0341228 0.117079 -0.0397486 -0.0440498 -0.0868898 0.0100337 -0.0703622 0.0489683 -0.0330321 0.0363092 -0.085337 0.0844022 -0.0647788 -0.0354781 -0.0787652 -0.0990031 -0.0313015 0.107155 -0.00375021 0.0713275 -0.0593898 0.018665 -0.0987714 -0.032389 0.0682084 0.0917809 -0.025644 0.053283 
-0.0592816 0.101572 -0.0745707 0.0356951 0.0895517 0.0147801 0.120745 -0.126438 -0.104286 -0.0787169 0.0516302 -0.0082183 0.0866918 0.0953927 -0.0529155 -0.107186 -0.0691849 -0.00258131 -0.0770901 0.028613 -0.0245257 0.0482591 -0.0291589 0.045184 -0.0621753 0.00116913 -0.116304 -0.123066 -0.0361494 -0.012849 0.0593161 0.0336684 -0.0403765 0.113845 -0.0597359 -0.0799242 -0.000474527 -0.0680906 -0.0772623 0.0243393 -0.0177081 0.103467 -0.112978 -0.0601158 0.0697605 -0.0367945 -0.0382028 -0.128524 0.0897236 0.0138065 0.0291886 -0.0639015 -0.0670338 -0.12907 0.110382 -0.000109628 0.00119884 0.123177 0.00592351 0.0941489 
